global_step,epoch,pair_index,objective,chosen_image_path,rejected_image_path,dpo_pair_key,timestep,chosen_reward,rejected_reward,reward_margin,accuracy,preference_loss,chosen_reward_push_loss,chosen_reward_floor_loss,chosen_reward_anchor_loss,pair_loss
185,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/LeSscissoring37.png,/workspace/DPO_finished/1024/loser/LeSscissoring37.jpg,LeSscissoring37,403,-0.00023398175835609436,-0.0007582381367683411,0.0005242563784122467,1.0,0.6175975799560547,0.13149727880954742,0.075468510389328,0.10834282636642456,0.7259404063224792
197,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/LottaN11.jpg,/workspace/DPO_finished/1024/loser/LottaN11.jpg,LottaN11,534,-0.00024310685694217682,-0.00017623230814933777,-6.687454879283905e-05,0.0,0.7032287120819092,0.13150395452976227,0.07548680901527405,0.10836279392242432,0.8115915060043335
207,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK52.png,/workspace/DPO_finished/896/loser/KseniiaK52.jpg,KseniiaK52,234,-0.00016173720359802246,-7.05718994140625e-05,-9.116530418395996e-05,0.0,0.7069154381752014,0.13144443929195404,0.07532373815774918,0.10818484425544739,0.8151003122329712
208,0,0,SIGMOID,/workspace/DPO_finished/896/winner/ShirtPullUp34.png,/workspace/DPO_finished/896/loser/ShirtPullUp34.jpg,ShirtPullUp34,253,-0.00036562979221343994,-0.0004965066909790039,0.00013087689876556396,1.0,0.6737083196640015,0.13159359991550446,0.07573260366916656,0.10863099992275238,0.782339334487915
216,0,0,SIGMOID,/workspace/DPO_finished/768/winner/ShirtPullUp1.png,/workspace/DPO_finished/768/loser/ShirtPullUp1.jpg,ShirtPullUp1,489,-0.0001866668462753296,-0.0002946034073829651,0.0001079365611076355,1.0,0.6770877838134766,0.1314626783132553,0.07537367939949036,0.10823935270309448,0.785327136516571
227,0,0,SIGMOID,/workspace/DPO_finished/640/winner/JuleJ2nd62.png,/workspace/DPO_finished/640/loser/JuleJ2nd62.jpg,JuleJ2nd62,532,0.00026660412549972534,-0.000463239848613739,0.0007298439741134644,1.0,0.5896512269973755,0.1311313360929489,0.0744675025343895,0.10725033283233643,0.6969015598297119
250,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/ShirtPullUp62.png,/workspace/DPO_finished/1280/loser/ShirtPullUp62.jpg,ShirtPullUp62,346,-0.00020816177129745483,-0.00016788393259048462,-4.0277838706970215e-05,0.0,0.6992071270942688,0.13147839903831482,0.07541675865650177,0.10828635841608047,0.8074935078620911
254,0,0,SIGMOID,/workspace/DPO_finished/768/winner/4sl.jpg,/workspace/DPO_finished/768/loser/4sl.jpg,4sl,691,-6.990879774093628e-05,-0.00031052902340888977,0.0002406202256679535,1.0,0.6577053666114807,0.13137727975845337,0.07513986527919769,0.10798418521881104,0.7656895518302917
260,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK17.png,/workspace/DPO_finished/896/loser/KseniiaK17.jpg,KseniiaK17,392,-0.0003361701965332031,-0.00028596073389053345,-5.020946264266968e-05,0.0,0.700706958770752,0.13157205283641815,0.07567347586154938,0.10856649279594421,0.8092734813690186
263,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/1sl.jpg,/workspace/DPO_finished/1024/loser/1sl.jpg,1sl,523,-0.00011248886585235596,-6.049126386642456e-05,-5.1997601985931396e-05,0.0,0.7009772062301636,0.1314084231853485,0.0752251073718071,0.10807721316814423,0.809054434299469
274,0,0,SIGMOID,/workspace/DPO_finished/768/winner/3fn.jpg,/workspace/DPO_finished/768/loser/3fn.jpg,3fn,444,-0.0007886961102485657,-0.00029771775007247925,-0.0004909783601760864,0.0,0.7695034146308899,0.13190336525440216,0.0765836164355278,0.10955946147441864,0.8790628910064697
294,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK14.png,/workspace/DPO_finished/896/loser/KseniiaK14.jpg,KseniiaK14,587,-0.0002509951591491699,6.213784217834473e-05,-0.00031313300132751465,0.0,0.7412198185920715,0.1315097212791443,0.07550261914730072,0.10838004946708679,0.8495998382568359
297,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/JuleJ2nd33.png,/workspace/DPO_finished/1280/loser/JuleJ2nd33.jpg,JuleJ2nd33,751,5.932152271270752e-05,6.310641765594482e-06,5.301088094711304e-05,1.0,0.6852271556854248,0.13128280639648438,0.07488138973712921,0.1077020913362503,0.7929292321205139
302,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/scissor3 (4).jpg,/workspace/DPO_finished/1024/loser/scissor3 (4).jpg,scissor3 (4),328,-0.0001544356346130371,-0.0008113086223602295,0.0006568729877471924,1.0,0.599462628364563,0.13143910467624664,0.07530911266803741,0.10816888511180878,0.707631528377533
303,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/NancyA68.png,/workspace/DPO_finished/1280/loser/NancyA68.jpg,NancyA68,899,-0.0001889839768409729,-0.00028106942772865295,9.208545088768005e-05,1.0,0.6794297695159912,0.13146436214447021,0.07537832856178284,0.10824441909790039,0.7876741886138916
375,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/scissor3 (9).jpg,/workspace/DPO_finished/1024/loser/scissor3 (9).jpg,scissor3 (9),300,-0.0005164593458175659,-0.0038101673126220703,0.0032937079668045044,1.0,0.3164726793766022,0.13170400261878967,0.07603558897972107,0.10896158963441849,0.42543426156044006
389,0,0,SIGMOID,/workspace/DPO_finished/640/winner/AlicaA (10).jpg,/workspace/DPO_finished/640/loser/AlicaA (10).jpg,AlicaA (10),442,-0.0008357539772987366,-0.002162151038646698,0.0013263970613479614,1.0,0.5138508677482605,0.13193784654140472,0.07667849212884903,0.10966295003890991,0.6235138177871704
397,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/4auokl.jpg,/workspace/DPO_finished/1024/loser/4auokl.jpg,4auokl,359,-0.0005159154534339905,-0.00047294795513153076,-4.296749830245972e-05,0.0,0.699613094329834,0.13170360028743744,0.07603449374437332,0.10896039009094238,0.8085734844207764
405,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK9.png,/workspace/DPO_finished/896/loser/KseniiaK9.jpg,KseniiaK9,441,-0.0004934072494506836,-0.0005894526839256287,9.604543447494507e-05,1.0,0.678844153881073,0.13168711960315704,0.0759892463684082,0.10891102254390717,0.7877551913261414
439,0,0,SIGMOID,/workspace/DPO_finished/1440/winner/ShirtLift101.jpg,/workspace/DPO_finished/1440/loser/ShirtLift101.jpg,ShirtLift101,266,-0.0005279853940010071,-0.0004829317331314087,-4.505366086959839e-05,0.0,0.6999280452728271,0.1317124366760254,0.0760587602853775,0.10898686945438385,0.8089148998260498
455,0,0,SIGMOID,/workspace/DPO_finished/768/winner/2zzz2xx9604.jpg,/workspace/DPO_finished/768/loser/2zzz2xx9604.jpg,2zzz2xx9604,540,-0.0003783181309700012,-0.00044848769903182983,7.016956806182861e-05,1.0,0.682677149772644,0.13160288333892822,0.07575806975364685,0.1086587905883789,0.791335940361023
478,0,0,SIGMOID,/workspace/DPO_finished/1152/winner/ShirtPullUp15.png,/workspace/DPO_finished/1152/loser/ShirtPullUp15.jpg,ShirtPullUp15,522,-0.00040049850940704346,-0.0011996179819107056,0.0007991194725036621,1.0,0.5804463028907776,0.13161912560462952,0.07580260187387466,0.10870738327503204,0.6891536712646484
483,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/NancyA18.png,/workspace/DPO_finished/1280/loser/NancyA18.jpg,NancyA18,131,-0.0005945861339569092,-0.0016283094882965088,0.0010337233543395996,1.0,0.5500624179840088,0.13176120817661285,0.076192706823349,0.10913300514221191,0.6591954231262207
508,0,0,SIGMOID,/workspace/DPO_finished/768/winner/3sb.jpg,/workspace/DPO_finished/768/loser/3sb.jpg,3sb,457,-0.0004095733165740967,-0.0001488029956817627,-0.000260770320892334,0.0,0.7330275177955627,0.13162575662136078,0.07582082599401474,0.10872726142406464,0.8417547941207886
509,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/JuleJ2nd15.png,/workspace/DPO_finished/1280/loser/JuleJ2nd15.jpg,JuleJ2nd15,440,-3.1754374504089355e-05,-0.00048808753490448,0.0004563331604003906,1.0,0.6270381212234497,0.1313493847846985,0.07506351917982101,0.10790086537599564,0.7349389791488647
513,0,0,SIGMOID,/workspace/DPO_finished/896/winner/ShirtPullUp31.png,/workspace/DPO_finished/896/loser/ShirtPullUp31.jpg,ShirtPullUp31,583,-0.00015012919902801514,-0.0011058226227760315,0.0009556934237480164,1.0,0.5600333213806152,0.13143594563007355,0.07530048489570618,0.10815946757793427,0.6681928038597107
528,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK12.png,/workspace/DPO_finished/896/loser/KseniiaK12.jpg,KseniiaK12,534,-0.0004283413290977478,-0.0005866661667823792,0.00015832483768463135,1.0,0.6696804165840149,0.1316394954919815,0.07585851848125458,0.10876838862895966,0.7784488201141357
532,0,0,SIGMOID,/workspace/DPO_finished/1152/winner/ShirtPullUp14.png,/workspace/DPO_finished/1152/loser/ShirtPullUp14.jpg,ShirtPullUp14,325,-0.0004951059818267822,-0.004181690514087677,0.0036865845322608948,1.0,0.28584638237953186,0.13168835639953613,0.07599266618490219,0.10891475528478622,0.3947611451148987
545,0,0,SIGMOID,/workspace/DPO_finished/768/winner/2zzz2xx9613.jpg,/workspace/DPO_finished/768/loser/2zzz2xx9613.jpg,2zzz2xx9613,420,-0.0002930983901023865,-0.00041866302490234375,0.00012556463479995728,1.0,0.6744898557662964,0.13154052197933197,0.07558705657720566,0.10847218334674835,0.7829620242118835
548,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/scissor3 (10).jpg,/workspace/DPO_finished/1024/loser/scissor3 (10).jpg,scissor3 (10),370,-0.0013067126274108887,-0.002436608076095581,0.0011298954486846924,1.0,0.5379571318626404,0.13228313624858856,0.07763050496578217,0.1107012927532196,0.6486583948135376
565,0,0,SIGMOID,/workspace/DPO_finished/768/winner/2zzz2xx9613.jpg,/workspace/DPO_finished/768/loser/2zzz2xx9613.jpg,2zzz2xx9613,445,-0.00039814412593841553,-0.00039630383253097534,-1.8402934074401855e-06,0.0,0.6934232711791992,0.13161739706993103,0.07579787075519562,0.10870222002267838,0.8021255135536194
570,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/scissor3 (13).jpg,/workspace/DPO_finished/1024/loser/scissor3 (13).jpg,scissor3 (13),563,-0.0005735158920288086,-0.000847943127155304,0.00027442723512649536,1.0,0.6528301239013672,0.13174577057361603,0.0761503204703331,0.1090867668390274,0.7619168758392334
573,0,0,SIGMOID,/workspace/DPO_finished/1152/winner/ShirtPullUp16.png,/workspace/DPO_finished/1152/loser/ShirtPullUp16.jpg,ShirtPullUp16,720,-9.315460920333862e-05,-0.000520065426826477,0.00042691081762313843,1.0,0.6311594843864441,0.13139428198337555,0.07518639415502548,0.10803496837615967,0.7391944527626038
606,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK28.png,/workspace/DPO_finished/896/loser/KseniiaK28.jpg,KseniiaK28,562,-4.995986819267273e-05,-0.0005052462220191956,0.00045528635382652283,1.0,0.6271843910217285,0.1313627064228058,0.07509994506835938,0.10794062167406082,0.7351250052452087
613,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/LeSscissoring43.png,/workspace/DPO_finished/1024/loser/LeSscissoring43.jpg,LeSscissoring43,523,-0.0002502724528312683,-0.0020336993038654327,0.0017834268510341644,1.0,0.46099621057510376,0.1315091997385025,0.07550117373466492,0.10837846994400024,0.569374680519104
616,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/NancyA90.png,/workspace/DPO_finished/1280/loser/NancyA90.jpg,NancyA90,760,0.0005181357264518738,6.78040087223053e-05,0.0004503317177295685,1.0,0.6278771758079529,0.13094764947891235,0.07396641373634338,0.10670332610607147,0.7345805168151855
617,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/JuleJ2nd55.jpg,/workspace/DPO_finished/1024/loser/JuleJ2nd55.jpg,JuleJ2nd55,352,-0.000872783362865448,-0.0054429322481155396,0.0045701488852500916,1.0,0.22621214389801025,0.13196496665477753,0.07675318419933319,0.10974442958831787,0.3359565734863281
624,0,0,SIGMOID,/workspace/DPO_finished/768/winner/KseniiaK30.png,/workspace/DPO_finished/768/loser/KseniiaK30.jpg,KseniiaK30,485,-0.00013135746121406555,-0.0009419620037078857,0.0008106045424938202,1.0,0.5789304971694946,0.131422221660614,0.0752628892660141,0.1081184446811676,0.6870489120483398
677,0,0,SIGMOID,/workspace/DPO_finished/768/winner/5fn.jpg,/workspace/DPO_finished/768/loser/5fn.jpg,5fn,641,-0.0005016326904296875,0.00019440054893493652,-0.000696033239364624,0.0,0.8029925227165222,0.13169313967227936,0.07600578665733337,0.10892906785011292,0.9119216203689575
699,0,0,SIGMOID,/workspace/DPO_finished/768/winner/ShirtPullUp38.png,/workspace/DPO_finished/768/loser/ShirtPullUp38.jpg,ShirtPullUp38,431,-0.0004072263836860657,-0.0002797916531562805,-0.00012743473052978516,0.0,0.712445080280304,0.1316240429878235,0.07581610977649689,0.10872212052345276,0.8211672306060791
732,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/LiftUp91.png,/workspace/DPO_finished/1280/loser/LiftUp91.jpg,LiftUp91,843,0.0012817531824111938,-1.864507794380188e-05,0.0013003982603549957,1.0,0.5169921517372131,0.13039074838161469,0.07245292514562607,0.10505060851573944,0.6220427751541138
737,0,0,SIGMOID,/workspace/DPO_finished/1152/winner/ShirtPullUp5.png,/workspace/DPO_finished/1152/loser/ShirtPullUp5.jpg,ShirtPullUp5,527,-0.00035403668880462646,-0.00182274729013443,0.0014687106013298035,1.0,0.496914267539978,0.13158512115478516,0.07570932805538177,0.10860560834407806,0.6055198907852173
739,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/ShirtLiftDPO1.jpg,/workspace/DPO_finished/1024/loser/ShirtLiftDPO1.jpg,ShirtLiftDPO1,503,-0.0006199702620506287,-0.0004300996661186218,-0.00018987059593200684,0.0,0.7220332622528076,0.13177978992462158,0.07624378800392151,0.1091887354850769,0.8312219977378845
755,0,0,SIGMOID,/workspace/DPO_finished/896/winner/AlicaSNew27.png,/workspace/DPO_finished/896/loser/AlicaSNew27.jpg,AlicaSNew27,835,-0.0008127093315124512,-0.0005206763744354248,-0.00029203295707702637,0.0,0.7379112839698792,0.1319209635257721,0.07663202285766602,0.10961226373910904,0.84752357006073
780,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/NancyA68.png,/workspace/DPO_finished/1280/loser/NancyA68.jpg,NancyA68,141,-0.0005147010087966919,-0.0007140785455703735,0.00019937753677368164,1.0,0.6636877059936523,0.1317027062177658,0.07603205740451813,0.10895773768424988,0.7726454734802246
799,0,0,SIGMOID,/workspace/DPO_finished/896/winner/AlicaSNew35.png,/workspace/DPO_finished/896/loser/AlicaSNew35.jpg,AlicaSNew35,671,-0.00018286705017089844,0.00013743340969085693,-0.00032030045986175537,0.0,0.7423459887504578,0.13145989179611206,0.0753660723567009,0.10823104530572891,0.8505770564079285
812,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/scissor3 (13).jpg,/workspace/DPO_finished/1024/loser/scissor3 (13).jpg,scissor3 (13),461,-0.0001903623342514038,-0.0012033507227897644,0.0010129883885383606,1.0,0.5526989102363586,0.1314653754234314,0.0753810852766037,0.10824742913246155,0.6609463691711426
816,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/2zz-b5-707.jpg,/workspace/DPO_finished/1024/loser/2zz-b5-707.jpg,2zz-b5-707,843,0.0005085617303848267,-0.0003842301666736603,0.0008927918970584869,1.0,0.5681688785552979,0.13095463812351227,0.07398546487092972,0.10672412812709808,0.6748930215835571
836,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/JuleJ2nd34.png,/workspace/DPO_finished/1280/loser/JuleJ2nd34.jpg,JuleJ2nd34,276,-0.0007717162370681763,-0.00045971572399139404,-0.0003120005130767822,0.0,0.7410420179367065,0.1318909227848053,0.07654938846826553,0.10952211916446686,0.8505641222000122
848,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/2ftf.jpg,/workspace/DPO_finished/1280/loser/2ftf.jpg,2ftf,278,-0.000589616596698761,-0.0006702914834022522,8.067488670349121e-05,1.0,0.6811192035675049,0.13175755739212036,0.07618270814418793,0.10912209749221802,0.7902413010597229
850,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/4auot5.jpg,/workspace/DPO_finished/1024/loser/4auot5.jpg,4auot5,403,-0.0005602166056632996,-0.0004396513104438782,-0.00012056529521942139,0.0,0.7113955020904541,0.13173602521419525,0.07612357288599014,0.10905757546424866,0.8204530477523804
852,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/4auo7t.jpg,/workspace/DPO_finished/1024/loser/4auo7t.jpg,4auo7t,171,-0.0003465414047241211,-0.0008677542209625244,0.0005212128162384033,1.0,0.618018388748169,0.13157962262630463,0.07569428533315659,0.10858918726444244,0.7266075611114502
865,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/4zwfeo.jpg,/workspace/DPO_finished/1280/loser/4zwfeo.jpg,4zwfeo,326,-0.0014022886753082275,-0.0011260956525802612,-0.0002761930227279663,0.0,0.7354341149330139,0.1323532611131668,0.07782424241304398,0.11091256141662598,0.8463466763496399
868,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/AlicaSNew48.png,/workspace/DPO_finished/1280/loser/AlicaSNew48.jpg,AlicaSNew48,412,-0.0002893880009651184,-0.0004610791802406311,0.0001716911792755127,1.0,0.6677250862121582,0.13153782486915588,0.07557961344718933,0.1084640696644783,0.7761891484260559
876,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/LeSscissoring9.png,/workspace/DPO_finished/1024/loser/LeSscissoring9.jpg,LeSscissoring9,808,0.00048382580280303955,-0.0015100650489330292,0.0019938908517360687,1.0,0.4381377696990967,0.1309726983308792,0.0740346908569336,0.1067778617143631,0.5449156165122986
894,0,0,SIGMOID,/workspace/DPO_finished/896/winner/1nfb.jpg,/workspace/DPO_finished/896/loser/1nfb.jpg,1nfb,752,-0.0002790819853544235,-0.0001706685870885849,-0.00010841339826583862,0.0,0.7095414400100708,0.1315302699804306,0.07555893808603287,0.10844150185585022,0.8179829120635986
897,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/JuleJ2nd46.png,/workspace/DPO_finished/1280/loser/JuleJ2nd46.jpg,JuleJ2nd46,555,-0.0003467835485935211,-0.0003609955310821533,1.4211982488632202e-05,1.0,0.6910176277160645,0.13157981634140015,0.07569476962089539,0.10858972370624542,0.7996073365211487
910,0,0,SIGMOID,/workspace/DPO_finished/768/winner/2sl.jpg,/workspace/DPO_finished/768/loser/2sl.jpg,2sl,853,0.0008947141468524933,0.0007313303649425507,0.00016338378190994263,1.0,0.6689398884773254,0.1306728720664978,0.07321857661008835,0.1058867946267128,0.77482670545578
921,0,0,SIGMOID,/workspace/DPO_finished/768/winner/LottaS3.png,/workspace/DPO_finished/768/loser/LottaS3.jpg,LottaS3,406,-3.9830803871154785e-05,-0.0005003362894058228,0.00046050548553466797,1.0,0.6264551877975464,0.13135528564453125,0.07507967948913574,0.10791850090026855,0.7343736886978149
924,0,0,SIGMOID,/workspace/DPO_finished/1024/winner/AlicaSNew49.png,/workspace/DPO_finished/1024/loser/AlicaSNew49.jpg,AlicaSNew49,831,-0.0003568977117538452,0.0004023239016532898,-0.000759221613407135,0.0,0.813501238822937,0.1315872222185135,0.075715072453022,0.10861188173294067,0.9221131205558777
950,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK53.png,/workspace/DPO_finished/896/loser/KseniiaK53.jpg,KseniiaK53,729,0.0005307495594024658,-0.00043764710426330566,0.0009683966636657715,1.0,0.5584009885787964,0.13093844056129456,0.07394132018089294,0.10667593032121658,0.6650769114494324
985,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/AlicaSNew44.png,/workspace/DPO_finished/1280/loser/AlicaSNew44.jpg,AlicaSNew44,228,-0.000996023416519165,-0.001142844557762146,0.00014682114124298096,1.0,0.6713665127754211,0.13205529749393463,0.07700196653604507,0.11001579463481903,0.7813823223114014
993,0,0,SIGMOID,/workspace/DPO_finished/896/winner/LottaS7.png,/workspace/DPO_finished/896/loser/LottaS7.jpg,LottaS7,731,-0.0003510601818561554,-0.0005728080868721008,0.00022174790501594543,1.0,0.660438060760498,0.13158294558525085,0.07570335268974304,0.10859908908605576,0.769037127494812
1009,0,0,SIGMOID,/workspace/DPO_finished/768/winner/LiftUp63.png,/workspace/DPO_finished/768/loser/LiftUp63.jpg,LiftUp63,470,-2.7038156986236572e-05,-0.00022587180137634277,0.0001988336443901062,1.0,0.6637668609619141,0.1313459426164627,0.07505408674478531,0.10789057612419128,0.7716574668884277
1030,0,0,SIGMOID,/workspace/DPO_finished/896/winner/KseniiaK40.png,/workspace/DPO_finished/896/loser/KseniiaK40.jpg,KseniiaK40,368,-0.0008771419525146484,-0.0007142424583435059,-0.00016289949417114258,0.0,0.7178806066513062,0.1319681704044342,0.07676197588443756,0.10975401848554611,0.8276346325874329
1037,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/JuleJ2nd34.png,/workspace/DPO_finished/1280/loser/JuleJ2nd34.jpg,JuleJ2nd34,701,-0.00022774562239646912,-0.0005441457033157349,0.00031640008091926575,1.0,0.6468129754066467,0.1314927190542221,0.07545600831508636,0.10832919180393219,0.7551421523094177
1074,0,0,SIGMOID,/workspace/DPO_finished/768/winner/2sb.jpg,/workspace/DPO_finished/768/loser/2sb.jpg,2sb,417,-0.0007289722561836243,-0.00032320618629455566,-0.0004057660698890686,0.0,0.7558631896972656,0.13185961544513702,0.0764632597565651,0.10942816734313965,0.8652913570404053
1082,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/4ymhak.jpg,/workspace/DPO_finished/1280/loser/4ymhak.jpg,4ymhak,144,-0.0014351606369018555,-0.0015683472156524658,0.00013318657875061035,1.0,0.6733686923980713,0.13237737119197845,0.07789091765880585,0.11098526418209076,0.7843539714813232
1087,0,0,SIGMOID,/workspace/DPO_finished/768/winner/4aw5bk.jpg,/workspace/DPO_finished/768/loser/4aw5bk.jpg,4aw5bk,379,-4.641711711883545e-05,-0.0004939213395118713,0.0004475042223930359,1.0,0.6282728314399719,0.13136009871959686,0.0750928595662117,0.10793288052082062,0.7362056970596313
1103,0,0,SIGMOID,/workspace/DPO_finished/896/winner/LiftUp53.png,/workspace/DPO_finished/896/loser/LiftUp53.jpg,LiftUp53,612,-0.0003908313810825348,-0.0006519146263599396,0.0002610832452774048,1.0,0.6547513604164124,0.13161204755306244,0.07578319311141968,0.10868620872497559,0.7634375691413879
1115,0,0,SIGMOID,/workspace/DPO_finished/1280/winner/ShirtPullUp10.png,/workspace/DPO_finished/1280/loser/ShirtPullUp10.jpg,ShirtPullUp10,594,-0.00038458406925201416,-0.00022854655981063843,-0.00015603750944137573,0.0,0.7168266773223877,0.13160747289657593,0.07577064633369446,0.10867251455783844,0.8254991769790649
